L5B2Q7				"L5B2Q7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
V4B2N9				"V4B2N9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
E6R8I5				"E6R8I5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
L7O7A8				"L7O7A8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
D4E5P4				"D4E5P4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Q7C2J7				"Q7C2J7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Y2V0X5				"Y2V0X5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
M5K0D5				"M5K0D5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
B9B0Y9				"B9B0Y9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
R7G1F1				"R7G1F1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
O9N3O7				"O9N3O7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
S9W4K6				"S9W4K6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
I6N1A7				"I6N1A7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
H0L8U6				"H0L8U6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Z0G6M8				"Z0G6M8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
D9Z2T0				"D9Z2T0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
G9U6F4				"G9U6F4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
N0W7A1				"N0W7A1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
A1N4K7				"A1N4K7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
K2B2Q5				"K2B2Q5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
N2O3J1				"N2O3J1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
M5B7P5				"M5B7P5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
D2Z2C1				"D2Z2C1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
H5R6B6				"H5R6B6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
R2V1N9				"R2V1N9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
V6J1W9				"V6J1W9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
G7D6F1				"G7D6F1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
C5E9Q2				"C5E9Q2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
F3P7G3				"F3P7G3"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
H7N0E8				"H7N0E8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
U9F1Z8				"U9F1Z8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
J9W1C4				"J9W1C4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
L9P8F8				"L9P8F8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
I7M0M4				"I7M0M4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
D7Z4D0				"D7Z4D0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
D1P3K9				"D1P3K9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
A1I7H0				"A1I7H0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Y3J3D6				"Y3J3D6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
M1A4J9				"M1A4J9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
X7P8P5				"X7P8P5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
G1H7G9				"G1H7G9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
H0X6P0				"H0X6P0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
R3X6S2				"R3X6S2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Q1Y7Q3				"Q1Y7Q3"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Z0Z2B3				"Z0Z2B3"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
K2Q3Q6				"K2Q3Q6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
S1T7K0				"S1T7K0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
E2O1A0				"E2O1A0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
O9P8R1				"O9P8R1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
C5X8X5				"C5X8X5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
K5K7G1				"K5K7G1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
V8Y6W4				"V8Y6W4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
S6W0Q8				"S6W0Q8"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
C0T0W7				"C0T0W7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
U4A7E1				"U4A7E1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
E8C5K6				"E8C5K6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
X2A0F0				"X2A0F0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
L5V3D1				"L5V3D1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
D2F9S2				"D2F9S2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
L8K5L3				"L8K5L3"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
W5E4B0				"W5E4B0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
M9Y8O9				"M9Y8O9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
W2S9L7				"W2S9L7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
L7T4V5				"L7T4V5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
J7K4Z0				"J7K4Z0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
X5V2C5				"X5V2C5"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
P3B7V0				"P3B7V0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
O5S3J2				"O5S3J2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
C3Q5I2				"C3Q5I2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
