E8K6X1				"E8K6X1"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
S8I8S4				"S8I8S4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
K5A7I4				"K5A7I4"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
B2E8K2				"B2E8K2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
A3V8G3				"A3V8G3"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
C1Z3T6				"C1Z3T6"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
U3R8Z7				"U3R8Z7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
M9V9X2				"M9V9X2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
Y7R7Z0				"Y7R7Z0"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
A8I8A7				"A8I8A7"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
G8S7V9				"G8S7V9"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
L5K5B2				"L5K5B2"	"uniprot"	"Protein;Polypeptide;BiologicalEntity;NamedThing;Entity"
